kind	width	height	shape	orientation	percent	across	requested	fill	layout	root	letter_jump	dialog
width	479	480	square	portrait	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	479	480	banner	portrait	100	1	1.00000000000	479	mobile	90	hidden	fullscreen
width	479	480	mixedPortrait	portrait	38.624365	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	479	480	mixedSquare	portrait	57.936547	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	479	480	mixedBackdrop	portrait	102.998306	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	479	480	portrait	portrait	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	479	480	backdrop	portrait	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	479	480	smallBackdrop	portrait	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	479	480	square	portrait	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	479	480	banner	portrait	100	1	1.00000000000	479	desktop	93	hidden	fullscreen
width	479	480	mixedPortrait	portrait	39.911843	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	479	480	mixedSquare	portrait	59.867765	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	479	480	mixedBackdrop	portrait	106.431583	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	479	480	portrait	portrait	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	479	480	backdrop	portrait	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	479	480	smallBackdrop	portrait	50	2	2.00000000000	240	tv	125	hidden	fullscreen
width	479	480	square	portrait	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	479	480	banner	portrait	100	1	1.00000000000	479	tv	125	hidden	fullscreen
width	479	480	mixedPortrait	portrait	53.644951	1	4.00000000000	120	tv	125	hidden	fullscreen
width	479	480	mixedSquare	portrait	80.467426	1	4.00000000000	120	tv	125	hidden	fullscreen
width	479	480	mixedBackdrop	portrait	143.053202	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	369	portrait	landscape	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	480	369	backdrop	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	369	smallBackdrop	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	369	square	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	369	banner	landscape	100	1	1.00000000000	480	mobile	90	hidden	fullscreen
width	480	369	mixedPortrait	landscape	38.543897	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	369	mixedSquare	landscape	57.815846	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	369	mixedBackdrop	landscape	102.783726	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	369	portrait	landscape	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	480	369	backdrop	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	369	smallBackdrop	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	369	square	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	369	banner	landscape	100	1	1.00000000000	480	desktop	93	hidden	fullscreen
width	480	369	mixedPortrait	landscape	39.828694	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	369	mixedSquare	landscape	59.743041	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	369	mixedBackdrop	landscape	106.20985	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	369	portrait	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	369	backdrop	landscape	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	480	369	smallBackdrop	landscape	50	2	2.00000000000	240	tv	125	hidden	fullscreen
width	480	369	square	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	369	banner	landscape	100	1	1.00000000000	480	tv	125	hidden	fullscreen
width	480	369	mixedPortrait	landscape	53.533191	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	369	mixedSquare	landscape	80.299786	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	369	mixedBackdrop	landscape	142.755175	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	370	portrait	landscape	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	480	370	backdrop	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	370	smallBackdrop	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	370	square	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	370	banner	landscape	100	1	1.00000000000	480	mobile	90	hidden	fullscreen
width	480	370	mixedPortrait	landscape	38.543897	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	370	mixedSquare	landscape	57.815846	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	370	mixedBackdrop	landscape	102.783726	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	370	portrait	landscape	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	480	370	backdrop	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	370	smallBackdrop	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	370	square	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	370	banner	landscape	100	1	1.00000000000	480	desktop	93	hidden	fullscreen
width	480	370	mixedPortrait	landscape	39.828694	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	370	mixedSquare	landscape	59.743041	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	370	mixedBackdrop	landscape	106.20985	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	370	portrait	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	370	backdrop	landscape	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	480	370	smallBackdrop	landscape	50	2	2.00000000000	240	tv	125	hidden	fullscreen
width	480	370	square	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	370	banner	landscape	100	1	1.00000000000	480	tv	125	hidden	fullscreen
width	480	370	mixedPortrait	landscape	53.533191	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	370	mixedSquare	landscape	80.299786	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	370	mixedBackdrop	landscape	142.755175	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	480	portrait	landscape	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	480	480	backdrop	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	480	smallBackdrop	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	480	square	landscape	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	480	banner	landscape	100	1	1.00000000000	480	mobile	90	hidden	fullscreen
width	480	480	mixedPortrait	landscape	38.543897	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	480	mixedSquare	landscape	57.815846	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	480	mixedBackdrop	landscape	102.783726	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	480	portrait	landscape	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	480	480	backdrop	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	480	smallBackdrop	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	480	square	landscape	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	480	banner	landscape	100	1	1.00000000000	480	desktop	93	hidden	fullscreen
width	480	480	mixedPortrait	landscape	39.828694	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	480	mixedSquare	landscape	59.743041	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	480	mixedBackdrop	landscape	106.20985	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	480	portrait	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	480	backdrop	landscape	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	480	480	smallBackdrop	landscape	50	2	2.00000000000	240	tv	125	hidden	fullscreen
width	480	480	square	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	480	banner	landscape	100	1	1.00000000000	480	tv	125	hidden	fullscreen
width	480	480	mixedPortrait	landscape	53.533191	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	480	mixedSquare	landscape	80.299786	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	480	mixedBackdrop	landscape	142.755175	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	481	portrait	portrait	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	480	481	backdrop	portrait	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	481	smallBackdrop	portrait	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	481	square	portrait	50	2	2.00000000000	240	mobile	90	hidden	fullscreen
width	480	481	banner	portrait	100	1	1.00000000000	480	mobile	90	hidden	fullscreen
width	480	481	mixedPortrait	portrait	38.543897	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	481	mixedSquare	portrait	57.815846	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	481	mixedBackdrop	portrait	102.783726	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	480	481	portrait	portrait	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	480	481	backdrop	portrait	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	481	smallBackdrop	portrait	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	481	square	portrait	50	2	2.00000000000	240	desktop	93	hidden	fullscreen
width	480	481	banner	portrait	100	1	1.00000000000	480	desktop	93	hidden	fullscreen
width	480	481	mixedPortrait	portrait	39.828694	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	481	mixedSquare	portrait	59.743041	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	481	mixedBackdrop	portrait	106.20985	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	480	481	portrait	portrait	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	481	backdrop	portrait	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	480	481	smallBackdrop	portrait	50	2	2.00000000000	240	tv	125	hidden	fullscreen
width	480	481	square	portrait	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	480	481	banner	portrait	100	1	1.00000000000	480	tv	125	hidden	fullscreen
width	480	481	mixedPortrait	portrait	53.533191	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	481	mixedSquare	portrait	80.299786	1	4.00000000000	120	tv	125	hidden	fullscreen
width	480	481	mixedBackdrop	portrait	142.755175	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	369	portrait	landscape	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	481	369	backdrop	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	369	smallBackdrop	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	369	square	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	369	banner	landscape	100	1	1.00000000000	481	mobile	90	hidden	fullscreen
width	481	369	mixedPortrait	landscape	38.463764	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	369	mixedSquare	landscape	57.695647	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	369	mixedBackdrop	landscape	102.570038	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	369	portrait	landscape	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	481	369	backdrop	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	369	smallBackdrop	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	369	square	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	369	banner	landscape	100	1	1.00000000000	481	desktop	93	hidden	fullscreen
width	481	369	mixedPortrait	landscape	39.74589	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	369	mixedSquare	landscape	59.618835	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	369	mixedBackdrop	landscape	105.98904	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	369	portrait	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	369	backdrop	landscape	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	481	369	smallBackdrop	landscape	50	2	2.00000000000	241	tv	125	hidden	fullscreen
width	481	369	square	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	369	banner	landscape	100	1	1.00000000000	481	tv	125	hidden	fullscreen
width	481	369	mixedPortrait	landscape	53.421895	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	369	mixedSquare	landscape	80.132842	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	369	mixedBackdrop	landscape	142.458387	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	370	portrait	landscape	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	481	370	backdrop	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	370	smallBackdrop	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	370	square	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	370	banner	landscape	100	1	1.00000000000	481	mobile	90	hidden	fullscreen
width	481	370	mixedPortrait	landscape	38.463764	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	370	mixedSquare	landscape	57.695647	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	370	mixedBackdrop	landscape	102.570038	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	370	portrait	landscape	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	481	370	backdrop	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	370	smallBackdrop	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	370	square	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	370	banner	landscape	100	1	1.00000000000	481	desktop	93	hidden	fullscreen
width	481	370	mixedPortrait	landscape	39.74589	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	370	mixedSquare	landscape	59.618835	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	370	mixedBackdrop	landscape	105.98904	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	370	portrait	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	370	backdrop	landscape	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	481	370	smallBackdrop	landscape	50	2	2.00000000000	241	tv	125	hidden	fullscreen
width	481	370	square	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	370	banner	landscape	100	1	1.00000000000	481	tv	125	hidden	fullscreen
width	481	370	mixedPortrait	landscape	53.421895	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	370	mixedSquare	landscape	80.132842	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	370	mixedBackdrop	landscape	142.458387	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	481	portrait	landscape	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	481	481	backdrop	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	481	smallBackdrop	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	481	square	landscape	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	481	banner	landscape	100	1	1.00000000000	481	mobile	90	hidden	fullscreen
width	481	481	mixedPortrait	landscape	38.463764	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	481	mixedSquare	landscape	57.695647	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	481	mixedBackdrop	landscape	102.570038	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	481	portrait	landscape	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	481	481	backdrop	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	481	smallBackdrop	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	481	square	landscape	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	481	banner	landscape	100	1	1.00000000000	481	desktop	93	hidden	fullscreen
width	481	481	mixedPortrait	landscape	39.74589	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	481	mixedSquare	landscape	59.618835	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	481	mixedBackdrop	landscape	105.98904	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	481	portrait	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	481	backdrop	landscape	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	481	481	smallBackdrop	landscape	50	2	2.00000000000	241	tv	125	hidden	fullscreen
width	481	481	square	landscape	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	481	banner	landscape	100	1	1.00000000000	481	tv	125	hidden	fullscreen
width	481	481	mixedPortrait	landscape	53.421895	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	481	mixedSquare	landscape	80.132842	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	481	mixedBackdrop	landscape	142.458387	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	482	portrait	portrait	33.333333	3	3.00000000030	160	mobile	90	hidden	fullscreen
width	481	482	backdrop	portrait	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	482	smallBackdrop	portrait	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	482	square	portrait	50	2	2.00000000000	241	mobile	90	hidden	fullscreen
width	481	482	banner	portrait	100	1	1.00000000000	481	mobile	90	hidden	fullscreen
width	481	482	mixedPortrait	portrait	38.463764	2	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	482	mixedSquare	portrait	57.695647	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	482	mixedBackdrop	portrait	102.570038	1	4.00000000000	120	mobile	90	hidden	fullscreen
width	481	482	portrait	portrait	33.333333	3	3.00000000030	160	desktop	93	hidden	fullscreen
width	481	482	backdrop	portrait	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	482	smallBackdrop	portrait	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	482	square	portrait	50	2	2.00000000000	241	desktop	93	hidden	fullscreen
width	481	482	banner	portrait	100	1	1.00000000000	481	desktop	93	hidden	fullscreen
width	481	482	mixedPortrait	portrait	39.74589	2	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	482	mixedSquare	portrait	59.618835	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	482	mixedBackdrop	portrait	105.98904	1	4.00000000000	120	desktop	93	hidden	fullscreen
width	481	482	portrait	portrait	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	482	backdrop	portrait	25	4	4.00000000000	120	tv	125	hidden	fullscreen
width	481	482	smallBackdrop	portrait	50	2	2.00000000000	241	tv	125	hidden	fullscreen
width	481	482	square	portrait	16.666667	6	5.99999999880	80	tv	125	hidden	fullscreen
width	481	482	banner	portrait	100	1	1.00000000000	481	tv	125	hidden	fullscreen
width	481	482	mixedPortrait	portrait	53.421895	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	482	mixedSquare	portrait	80.132842	1	4.00000000000	120	tv	125	hidden	fullscreen
width	481	482	mixedBackdrop	portrait	142.458387	1	4.00000000000	120	tv	125	hidden	fullscreen
width	499	383	portrait	landscape	33.333333	3	3.00000000030	166	mobile	90	hidden	fullscreen
width	499	383	backdrop	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	383	smallBackdrop	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	383	square	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	383	banner	landscape	100	1	1.00000000000	499	mobile	90	hidden	fullscreen
width	499	383	mixedPortrait	landscape	37.076294	2	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	383	mixedSquare	landscape	55.614441	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	383	mixedBackdrop	landscape	98.870117	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	383	portrait	landscape	33.333333	3	3.00000000030	166	desktop	93	hidden	fullscreen
width	499	383	backdrop	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	383	smallBackdrop	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	383	square	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	383	banner	landscape	100	1	1.00000000000	499	desktop	93	hidden	fullscreen
width	499	383	mixedPortrait	landscape	38.31217	2	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	383	mixedSquare	landscape	57.468256	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	383	mixedBackdrop	landscape	102.165788	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	383	portrait	landscape	16.666667	6	5.99999999880	83	tv	125	hidden	fullscreen
width	499	383	backdrop	landscape	25	4	4.00000000000	125	tv	125	hidden	fullscreen
width	499	383	smallBackdrop	landscape	50	2	2.00000000000	250	tv	125	hidden	fullscreen
width	499	383	square	landscape	16.666667	6	5.99999999880	83	tv	125	hidden	fullscreen
width	499	383	banner	landscape	100	1	1.00000000000	499	tv	125	hidden	fullscreen
width	499	383	mixedPortrait	landscape	51.494853	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	383	mixedSquare	landscape	77.242279	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	383	mixedBackdrop	landscape	137.319607	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	384	portrait	landscape	33.333333	3	3.00000000030	166	mobile	90	hidden	fullscreen
width	499	384	backdrop	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	384	smallBackdrop	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	384	square	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	384	banner	landscape	100	1	1.00000000000	499	mobile	90	hidden	fullscreen
width	499	384	mixedPortrait	landscape	37.076294	2	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	384	mixedSquare	landscape	55.614441	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	384	mixedBackdrop	landscape	98.870117	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	384	portrait	landscape	33.333333	3	3.00000000030	166	desktop	93	hidden	fullscreen
width	499	384	backdrop	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	384	smallBackdrop	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	384	square	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	384	banner	landscape	100	1	1.00000000000	499	desktop	93	hidden	fullscreen
width	499	384	mixedPortrait	landscape	38.31217	2	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	384	mixedSquare	landscape	57.468256	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	384	mixedBackdrop	landscape	102.165788	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	384	portrait	landscape	16.666667	6	5.99999999880	83	tv	125	hidden	fullscreen
width	499	384	backdrop	landscape	25	4	4.00000000000	125	tv	125	hidden	fullscreen
width	499	384	smallBackdrop	landscape	50	2	2.00000000000	250	tv	125	hidden	fullscreen
width	499	384	square	landscape	16.666667	6	5.99999999880	83	tv	125	hidden	fullscreen
width	499	384	banner	landscape	100	1	1.00000000000	499	tv	125	hidden	fullscreen
width	499	384	mixedPortrait	landscape	51.494853	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	384	mixedSquare	landscape	77.242279	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	384	mixedBackdrop	landscape	137.319607	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	499	portrait	landscape	33.333333	3	3.00000000030	166	mobile	90	hidden	fullscreen
width	499	499	backdrop	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	499	smallBackdrop	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	499	square	landscape	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	499	banner	landscape	100	1	1.00000000000	499	mobile	90	hidden	fullscreen
width	499	499	mixedPortrait	landscape	37.076294	2	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	499	mixedSquare	landscape	55.614441	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	499	mixedBackdrop	landscape	98.870117	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	499	portrait	landscape	33.333333	3	3.00000000030	166	desktop	93	hidden	fullscreen
width	499	499	backdrop	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	499	smallBackdrop	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	499	square	landscape	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	499	banner	landscape	100	1	1.00000000000	499	desktop	93	hidden	fullscreen
width	499	499	mixedPortrait	landscape	38.31217	2	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	499	mixedSquare	landscape	57.468256	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	499	mixedBackdrop	landscape	102.165788	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	499	portrait	landscape	16.666667	6	5.99999999880	83	tv	125	hidden	fullscreen
width	499	499	backdrop	landscape	25	4	4.00000000000	125	tv	125	hidden	fullscreen
width	499	499	smallBackdrop	landscape	50	2	2.00000000000	250	tv	125	hidden	fullscreen
width	499	499	square	landscape	16.666667	6	5.99999999880	83	tv	125	hidden	fullscreen
width	499	499	banner	landscape	100	1	1.00000000000	499	tv	125	hidden	fullscreen
width	499	499	mixedPortrait	landscape	51.494853	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	499	mixedSquare	landscape	77.242279	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	499	mixedBackdrop	landscape	137.319607	1	4.00000000000	125	tv	125	hidden	fullscreen
width	499	500	portrait	portrait	33.333333	3	3.00000000030	166	mobile	90	hidden	fullscreen
width	499	500	backdrop	portrait	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	500	smallBackdrop	portrait	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	500	square	portrait	50	2	2.00000000000	250	mobile	90	hidden	fullscreen
width	499	500	banner	portrait	100	1	1.00000000000	499	mobile	90	hidden	fullscreen
width	499	500	mixedPortrait	portrait	37.076294	2	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	500	mixedSquare	portrait	55.614441	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	500	mixedBackdrop	portrait	98.870117	1	4.00000000000	125	mobile	90	hidden	fullscreen
width	499	500	portrait	portrait	33.333333	3	3.00000000030	166	desktop	93	hidden	fullscreen
width	499	500	backdrop	portrait	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	500	smallBackdrop	portrait	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	500	square	portrait	50	2	2.00000000000	250	desktop	93	hidden	fullscreen
width	499	500	banner	portrait	100	1	1.00000000000	499	desktop	93	hidden	fullscreen
width	499	500	mixedPortrait	portrait	38.31217	2	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	500	mixedSquare	portrait	57.468256	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	500	mixedBackdrop	portrait	102.165788	1	4.00000000000	125	desktop	93	hidden	fullscreen
width	499	500	portrait	portrait	16.666667	6	5.99999999880	83	tv	125	hidden	fullscreen
width	499	500	backdrop	portrait	25	4	4.00000000000	125	tv	125	hidden	fullscreen
